gene,sl_score,sl_n_drivers,sl_drivers,deg_score,deg_cancers,drug_score,n_drugs,approved_drugs,drug_names,immune_score,actionability
NSUN6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FAM96AP2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DEFA8P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FOXJ2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
VEPH1,0.0,0,,0.0,LUAD(↓-3.0),0.0,0,0,,0.0,0.0
AC016769.5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GRAMD4P7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
VPS26A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CNTN1,0.0,0,,0.0,"BRCA(↓-1.2), LUAD(↓-1.2)",0.0,0,0,,0.0,0.0
NDUFAF2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC107959.1,0.0,0,,0.0,BRCA(↓-1.1),0.0,0,0,,0.0,0.0
SLA,0.0,0,,0.0,LUAD(↓-1.2),0.0,0,0,,0.0,0.0
PROB1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PLEKHA7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CLEC16A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DESI2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SYS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PLAC9P1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
VPS11,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DFFA,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
THSD4,0.0,0,,0.0,LUAD(↓-1.2),0.0,0,0,,0.0,0.0
ARHGAP35,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIR4639,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC025811.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
IP6K1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
IL4R,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TCEANC,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIR1244-3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CRYZL2P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C3orf33,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC083862.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC01655,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRAJ19,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NIPSNAP3A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GBP3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC022382.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL159169.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF582-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HNF1B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CCDC22,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC002553.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GGCX,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPARP-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MBIP,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
YRDC,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC112191.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CHCHD7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GPR19,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC120498.6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AIF1,0.0,0,,0.0,LUAD(↓-1.1),0.0,0,0,,0.0,0.0
SAMD4A,0.0,0,,0.0,BRCA(↓-1.4),0.0,0,0,,0.0,0.0
SNORD63,0.0,0,,0.0,LUAD(↓-1.4),0.0,0,0,,0.0,0.0
ACOT9,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SEC14L4,0.0,0,,0.0,LUAD(↓-1.8),0.0,0,0,,0.0,0.0
SLFN12,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNU6-1262P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL512625.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ACAN,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C17orf58,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PCDH17,0.0,0,,0.0,LUAD(↓-1.6),0.0,0,0,,0.0,0.0
AGA,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC084824.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SEPTIN11,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TTC17,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL589644.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CYP26B1,0.0,0,,0.0,BRCA(↓-1.8),0.0,0,0,,0.0,0.0
CRACR2A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPS24P8,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CCNG2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AUXG01000058.1,0.0,0,,0.0,BRCA(↓-2.9),0.0,0,0,,0.0,0.0
SLC6A4,0.0,0,,0.0,LUAD(↓-5.1),0.0,0,0,,0.0,0.0
PYY,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BET1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TLR8,0.0,0,,0.0,LUAD(↓-1.8),0.0,0,0,,0.0,0.0
USP40,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ANXA2P2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC00649,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BFAR,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNVU1-29,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NPL,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FAM171A1,0.0,0,,0.0,BRCA(↓-1.2),0.0,0,0,,0.0,0.0
RNU6-343P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NTAN1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CD248,0.0,0,,0.0,BRCA(↓-1.4),0.0,0,0,,0.0,0.0
PHF2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SETMAR,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC093627.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ODR4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SEMA3A,0.0,0,,0.0,BRCA(↓-1.1),0.0,0,0,,0.0,0.0
NID1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
COQ6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C1QBP,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HTR3C,0.0,0,,0.0,LUAD(↓-1.9),0.0,0,0,,0.0,0.0
PSMD6-AS2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PDHB,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SENCR,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC02169,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AXIN1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ARHGAP29,0.0,0,,0.0,LUAD(↓-1.3),0.0,0,0,,0.0,0.0
ROM1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NEFH,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PTGFRN,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LTBR,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PCDHAC2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF844,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC068533.2,0.0,0,,0.0,LUAD(↓-1.0),0.0,0,0,,0.0,0.0
CNST,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KCTD15,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DEXI,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SDHDP6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMPPE,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC012511.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRPM7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PCDHGA6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TTC9C,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMEM255B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PRPF6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC040169.3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SERP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MAPK12,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
OXSR1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FBXW4P1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CNRIP1,0.0,0,,0.0,"BRCA(↓-1.5), LUAD(↓-1.5)",0.0,0,0,,0.0,0.0
AACS,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF767P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ACVR1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CTU1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C8G,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC002044.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GOLGA4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC005840.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MPV17L2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SPRY1,0.0,0,,0.0,BRCA(↓-2.0),0.0,0,0,,0.0,0.0
GINS3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LATS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PPFIBP2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PCMT1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GLT1D1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC141557.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GNPAT,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ORM1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BAMBI,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC016957.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL15P3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
INTS6L,0.0,0,,0.0,BRCA(↓-1.1),0.0,0,0,,0.0,0.0
HHIP,0.0,0,,0.0,LUAD(↓-3.3),0.0,0,0,,0.0,0.0
AC004921.1,0.0,0,,0.0,LUAD(↓-1.2),0.0,0,0,,0.0,0.0
BLK,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TTF2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FKBP7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DST,0.0,0,,0.0,"BRCA(↓-2.4), LUAD(↓-1.3)",0.0,0,0,,0.0,0.0
EXOSC10-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FBXO11,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
B3GNT8,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MYO18A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CFI,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SH3GL1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL078581.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PARP8,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PRDM2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NEB,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PLA2G12A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZUP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MOV10,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SNCA,0.0,0,,0.0,"BRCA(↓-1.1), LUAD(↓-1.1)",0.0,0,0,,0.0,0.0
SENP7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BMS1P1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
BX842570.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DERL2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GRID1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HDAC4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRAJ3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SAFB,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NFU1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EEF1A1P7,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CHIC2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC019117.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL13AP20,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FAHD2B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SPINDOC,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RN7SL444P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LPP-AS2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
USP30-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HESX1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL449212.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNU6-828P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNU6-37P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PHACTR4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MYOZ3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL049840.3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC024558.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MYOC,0.0,0,,0.0,"BRCA(↓-3.3), LUAD(↓-2.3)",0.0,0,0,,0.0,0.0
UNK,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MRPL2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CPNE5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HS3ST2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KCMF1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC00885,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
REXO4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HMGN2P41,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GSS,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SCGB1D2,0.0,0,,0.0,BRCA(↓-1.6),0.0,0,0,,0.0,0.0
AC092809.3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SBF2-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RN7SL558P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC098484.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ELOVL4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CDH4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FAM189B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL360267.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NRL,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MRPL58,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CCNT2-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FBXW5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
B3GALT2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ECHS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TRBV2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
POLA1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL031673.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC011477.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RUNX1T1,0.0,0,,0.0,BRCA(↓-1.3),0.0,0,0,,0.0,0.0
MECOM-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC25A25-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNU6-850P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LMX1B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FOXK1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL354714.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC136632.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LILRB4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FRAT2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KLHL4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SSTR1,0.0,0,,0.0,LUAD(↓-2.3),0.0,0,0,,0.0,0.0
ANKRD24,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CITED4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TIMM9,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ATP5F1E,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CASP16P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC092329.4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CLIC3,0.0,0,,0.0,LUAD(↓-2.7),0.0,0,0,,0.0,0.0
WDR20,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ERAP2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TANGO2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF529-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL35P1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GPR137C,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DIP2C,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MICU2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
N4BP2L2-IT2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NSD1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ENHO,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PLBD2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMEM170A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RBFA,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KLHL15,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FAM83G,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZFHX3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C22orf15,0.0,0,,0.0,LUAD(↓-1.3),0.0,0,0,,0.0,0.0
AC027288.1,0.0,0,,0.0,LUAD(↓-1.5),0.0,0,0,,0.0,0.0
HSP90AB2P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC016735.1,0.0,0,,0.0,BRCA(↓-1.5),0.0,0,0,,0.0,0.0
SP4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC011487.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KIAA0895L,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MYH14,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HIVEP2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CDH15,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL21P11,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMEM87A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PARVG,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RIN2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
JAGN1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MECP2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL121753.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ARL5B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LIPT2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NAP1L4P1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC005829.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NELFCD,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL355803.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HIPK3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC005104.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
C1QL1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PCDHB12,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CXXC1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ASCC3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SUPT16H,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIR6812,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMED4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIRLET7A1HG,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
POM121,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
WHRN,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MIIP,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MTLN,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HMGN1P36,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
E4F1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPS3AP5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SCO1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ACADVL,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PRORP,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TMED6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FKBP8,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ABCA8,0.0,0,,0.0,"BRCA(↓-3.3), LUAD(↓-2.7)",0.0,0,0,,0.0,0.0
DIS3L,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC008972.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AP003120.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SFMBT1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
APOBEC3A,0.0,0,,0.0,LUAD(↓-1.0),0.0,0,0,,0.0,0.0
TAF10,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MDM1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GLUD1P3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LPP,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RNASE2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TOR3A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZRANB1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
NLGN3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CAPN10-DT,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC016405.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GTF2IP20,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DRG1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HERC2P3,0.0,0,,0.0,BRCA(↓-1.1),0.0,0,0,,0.0,0.0
DIPK1B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC067750.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AP003392.5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ACTR5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC020558.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RALY-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RTP4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LINC02593,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
HPS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC072061.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GTF2I,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TOPORS,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ARMCX3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SOX17,0.0,0,,0.0,"BRCA(↓-1.7), LUAD(↓-2.3)",0.0,0,0,,0.0,0.0
AL353747.3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC108488.3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LDLR,0.0,0,,0.0,LUAD(↓-2.0),0.0,0,0,,0.0,0.0
RN7SL230P,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
OCIAD1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
LSM2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
EYA1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PNISR,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TTLL6,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GZMA,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ATP5MC3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC097359.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SPINK4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZNF75A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC008915.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ERO1B,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
PTCD1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AL591846.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
MRI1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DLG3-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
APOBEC3G,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
RPL26,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
KRR1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SYNPO2L,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SLC35A4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
CYB5R4,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ZBP1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC004232.2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
DYNLRB2,0.0,0,,0.0,LUAD(↓-1.6),0.0,0,0,,0.0,0.0
AMER1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ARL8A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GIPR,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC090152.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
GLRX3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TNFRSF14-AS1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
TNS3,0.0,0,,0.0,LUAD(↓-1.2),0.0,0,0,,0.0,0.0
AP002985.1,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
ECHDC2,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
SHISA5,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
AC026369.3,0.0,0,,0.0,LUAD(↓-3.1),0.0,0,0,,0.0,0.0
SHLD3,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
FAM47E,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
WNT5A,0.0,0,,0.0,,0.0,0,0,,0.0,0.0
